id,title,artist,genre,mood_tags,danceability,energy,valence,tempo,loudness,speechiness,acousticness,instrumentalness,liveness,duration_ms,key,mode,time_signature,popularity
5ykW6VKZ6eCLFsmHA3MVA0,Neon Rain,Ezra Quinn,folk,happy|melancholic,0.509,0.357,0.261,108.3,-6.52,0.078,0.694,0.206,0.252,220686,8,0,4,26
ogdeDcetU74XjmOspeTHnD,Golden Memory,Talia Knox,classical,aggressive|dreamy,0.129,0.088,0.353,97.9,-17.53,0.129,0.805,1.0,0.11,216894,2,1,5,28
5tOQHpNP0MCarmGOU8ZxK1,Fading Horizon,Rio Quinn,r&b,nostalgic|happy,0.774,0.468,0.424,81.5,-3.85,0.115,0.067,0.084,0.188,198450,0,0,4,27
TgQ06pcZ3cIv1z4ctPSRWR,Crystal Fire,Reo Knox,hip-hop,playful|energetic,0.743,0.682,0.278,111.9,-8.39,0.094,0.0,0.0,0.157,180777,5,1,4,55
NurPq1RzdmVid4ttpdsond,Crystal Echo,Finn Marsh,latin,nostalgic|playful,0.788,0.65,0.751,90.0,-2.9,0.06,0.326,0.0,0.153,240934,9,0,4,42
WxJXBAetdWftFsctV6kU0A,Electric Heart,Leo Quinn,blues,happy|chill,0.269,0.658,0.27,99.0,-10.24,0.082,0.85,0.138,0.0,199867,8,0,4,46
R9kJNLgRgB5QU9VqlyaYBi,Distant Dream,Reo Wells,blues,happy|energetic|dreamy,0.6,0.453,0.503,76.8,-11.42,0.1,0.472,0.073,0.118,240419,8,1,4,19
Ez3lCYEsX4XR1jwsbzfoJt,Velvet Horizon,Kai Marsh,metal,energetic|dreamy,0.309,0.826,0.431,138.6,-0.93,0.017,0.0,0.148,0.061,116926,8,1,4,20
yV8tSIPNeFZGvS6w7NVvo1,Endless Garden,The Memorys,reggae,chill,0.524,0.622,0.915,94.0,-5.19,0.081,0.356,0.303,0.232,292882,10,0,4,92
eWWG6Jj8H1VVlsB9hXDprM,Midnight Wave,Kai Lark,hip-hop,sad|nostalgic,0.816,0.663,0.511,84.0,-6.37,0.201,0.268,0.097,0.235,171447,7,1,4,67
iOkeJuXaVTn82wO33aswlH,Distant Echo,Toma Marsh,blues,melancholic,0.545,0.58,0.298,99.0,-6.18,0.05,0.525,0.1,0.162,165208,9,0,4,35
QvgkfkYsDXHEAwXSQEqfUE,Bitter River,Leo Frost,r&b,aggressive|romantic,0.648,0.411,0.597,100.1,-7.43,0.067,0.185,0.081,0.207,243767,4,1,4,44
pjUbKynyY22aDQ4toHDzIg,Midnight Star,Zara Cross,latin,nostalgic,0.813,0.663,0.579,96.3,-6.5,0.061,0.082,0.0,0.135,202590,8,1,4,5
8BDl2zifjHIX9gwMJ0PJ4e,Electric Bloom,Nadia Lark,jazz,chill|dreamy,0.476,0.315,0.703,118.2,-10.66,0.141,0.586,0.126,0.062,205788,11,1,5,46
pLoVjkjaDqWOfZpaAEOdfo,Neon Dream,Toma Blake,indie,tense|energetic,0.674,0.729,0.719,112.5,-4.42,0.128,0.051,0.163,0.144,182175,5,1,5,40
f0YHzypjKZsRWqAiITWDHg,Velvet Shadow,Ava Stone,country,dreamy,0.487,0.722,0.465,119.7,-6.96,0.013,0.366,0.107,0.0,288020,10,1,4,17
SZ2kBNOCdryoFQNxOZV09P,Velvet City,Toma Marsh,latin,playful,0.888,0.831,0.871,125.9,-5.99,0.037,0.295,0.0,0.0,210051,8,1,5,26
XI45dOBSDB6Ed1fUsDOdoM,Restless Heart,Finn Voss,country,dreamy,0.403,0.639,0.54,97.2,-4.09,0.032,0.488,0.169,0.168,252874,7,0,4,17
z75modz9PepGQ4pm94skEd,Radiant City,Ava Knox,classical,dreamy|melancholic|playful,0.359,0.089,0.459,95.7,-14.87,0.0,1.0,0.934,0.288,209963,1,0,4,21
JVTHfqf77agu5aznZgM6qk,Burning Ghost,Cole Frost,rock,tense|dreamy|uplifting,0.285,0.735,0.479,136.5,-7.59,0.121,0.0,0.01,0.179,275491,10,1,5,16
72vvDfApCapNk626DyzSwA,Wild Shadow,Rio Knox,latin,energetic|tense,0.72,0.747,0.536,108.0,-8.75,0.077,0.048,0.0,0.2,255708,0,1,4,32
WGD7NVDVdREJjTvW8tWPLv,Sweet Rain,Mira Frost,classical,playful|dreamy,0.177,0.354,0.725,125.2,-16.96,0.051,0.944,0.689,0.234,180153,2,1,4,23
5EeHER1eoRyrRofLrjXNdK,Radiant City,The Roads,hip-hop,romantic|aggressive,0.613,0.81,0.603,110.6,-1.02,0.245,0.137,0.0,0.117,265190,3,1,4,43
aNfdbLw6OL1yFZ4mfUh9Rm,Burning Rain,Cole Hale,hip-hop,aggressive|dreamy|happy,0.71,0.613,0.717,91.1,-13.17,0.238,0.0,0.0,0.191,235511,10,0,4,56
YmAaNvzCGgpBNmKLh0rEIK,Lonely City,The Rivers,latin,aggressive|nostalgic,0.783,0.607,0.445,86.6,-9.92,0.028,0.176,0.055,0.359,200179,4,0,4,74
RIXKKgJak2cO7eQBiiON89,Electric City,Toma Blake,jazz,nostalgic|happy,0.538,0.397,0.872,128.6,-7.38,0.113,0.126,0.234,0.086,170788,11,1,4,31
O32rJG29WHKLIHL7Ln68ph,Lonely Star,Sena Ryder,pop,romantic,0.756,0.807,0.506,90.1,-3.89,0.115,0.059,0.0,0.025,246292,11,0,3,49
oEcZJ6ZHJHPA4MMkclSEwa,Crystal Echo,Finn Cross,folk,chill|dreamy|aggressive,0.493,0.364,0.571,104.3,-14.47,0.014,0.868,0.089,0.134,197914,1,1,3,48
BB8iU7TSXWsZwPzE7Gb9jl,Broken River,Leo Cade,hip-hop,tense|uplifting|happy,0.648,0.575,0.647,92.3,-2.76,0.191,0.0,0.0,0.376,163090,11,1,4,39
WSci7aapCGXEqP7SZhOmIZ,Fading Star,Zara Cross,r&b,nostalgic|tense,0.594,0.434,0.288,102.0,-1.79,0.009,0.086,0.015,0.0,165980,3,0,4,50
0Rw14iidB8jWbsUCCSiyBf,Restless City,Ava Lark,folk,chill,0.497,0.269,0.462,130.5,-12.23,0.034,0.804,0.034,0.0,254154,5,0,5,44
bh7OMPoAWovZiPl4px3kwW,Crystal River,Toma Shaw,r&b,nostalgic|romantic,0.8,0.533,0.316,79.3,-8.82,0.043,0.113,0.174,0.187,184511,4,0,4,28
gADLq3DFOTaCzJmyUXyzHs,Burning Ocean,The Waves,jazz,dreamy|energetic,0.808,0.385,0.553,130.1,-12.23,0.087,0.735,0.262,0.237,157715,9,0,4,32
DjKkmrJW2vfV19SCefGDS6,Wild Memory,Talia Ryder,rock,happy|aggressive,0.547,0.888,0.423,144.4,-1.68,0.031,0.0,0.018,0.11,165583,1,0,5,37
UMzkx2Mcc2RVBOsCgT5vaw,Fading Fire,The Storms,blues,sad,0.673,0.429,0.708,82.6,-5.42,0.0,0.409,0.105,0.133,208182,8,0,3,83
T3AjytlegtjkuTLS8tePkO,Velvet Horizon,Iris Voss,folk,aggressive|chill,0.502,0.33,0.592,81.3,-5.39,0.0,0.675,0.114,0.347,155668,0,1,5,53
htzBQvEuI0YGhUhb3oFeUK,Neon Rain,Jax Cade,r&b,dreamy|melancholic,0.45,0.62,0.263,84.6,-7.9,0.023,0.656,0.223,0.205,126367,10,0,3,56
BiOhNgFyD1FG7RYdbv29oQ,Electric Echo,Ezra Ryder,rock,tense,0.472,0.683,0.593,123.1,-5.53,0.138,0.028,0.0,0.236,204191,3,1,3,45
aMy1s6UTim2jyJPuptG8VH,Restless Ocean,Sena Ryder,indie,aggressive,0.608,0.511,0.651,123.4,-6.35,0.075,0.17,0.0,0.216,200551,7,1,3,35
c0u8SZm0TmxaGP0klTP2gi,Fading Ocean,Jax Cade,jazz,chill|tense,0.408,0.423,0.498,120.4,-8.85,0.002,0.597,0.296,0.125,260163,1,1,4,69
0RIvT8AI3zCMUOTeqJyo7x,Hollow Skyline,Kai Vance,latin,nostalgic|playful,0.965,0.92,0.611,109.1,-6.3,0.02,0.352,0.224,0.072,231799,4,1,4,44
qlBZoe5n8YAjdGkHVAavqO,Faded Storm,Jax Marsh,classical,tense|romantic|dreamy,0.053,0.303,0.507,85.1,-17.12,0.032,1.0,0.85,0.169,248658,1,0,4,75
TNxDgsz0nGqRQRJn246aNC,Distant Storm,Zara Vance,electronic,energetic|sad|romantic,0.702,0.853,0.584,108.7,-1.96,0.007,0.0,0.719,0.228,209318,9,1,5,65
gUzxzbGNcYYvXVhatL1e2o,Electric Skyline,Iris Wells,r&b,dreamy,0.369,0.319,0.41,98.4,-6.32,0.119,0.151,0.09,0.069,189146,7,1,3,0
K4cua9LAQU31d1d2jzOwgj,Electric Skyline,Sena Cross,hip-hop,dreamy,0.654,0.594,0.48,99.8,-3.31,0.153,0.253,0.024,0.196,283788,5,1,4,55
OjW8jJoWUPUDX5KzKPkQSO,Restless Horizon,The Waves,folk,sad|romantic|melancholic,0.523,0.271,0.32,90.0,-10.04,0.084,0.541,0.024,0.301,345260,6,1,4,21
C0eQsa5fyHdgQYmJbZ8VRC,Burning Garden,Kai Blake,indie,melancholic|happy|tense,0.527,0.491,0.615,121.6,-7.59,0.039,0.25,0.282,0.216,195169,2,0,4,25
VDc70Kw3WSUD0ICZ7mqzOx,Distant Road,Rio Ryder,r&b,playful,0.431,0.702,0.528,101.6,-3.31,0.114,0.081,0.0,0.326,186464,1,0,4,36
XqXQl0oJ1jkfFieWIm8WMy,Midnight Bloom,Zara Hale,rock,uplifting|energetic|melancholic,0.371,0.945,0.617,127.7,-6.6,0.021,0.008,0.0,0.127,233822,4,1,3,55
8iN3hXdKuI0kc0486p3cAO,Silent Horizon,The Shadows,classical,dreamy|chill,0.455,0.288,0.462,94.1,-16.12,0.053,0.797,0.794,0.022,243809,5,1,3,39
2RKLgzTMq4rKWKVwfAqLLc,Velvet Ocean,Jax Ryder,metal,happy|uplifting,0.478,0.971,0.433,132.1,-1.54,0.073,0.0,0.0,0.205,223535,1,1,3,32
rPyq3V4IzYvEHpqz5wVuiG,Restless Dream,Ezra Hale,country,nostalgic|aggressive,0.492,0.779,0.286,104.1,-7.06,0.0,0.607,0.112,0.153,143545,5,0,4,50
ougFjNsBClj2ex5P6z58d1,Hollow Ocean,Wren Lark,blues,playful|uplifting,0.35,0.189,0.44,105.3,-11.22,0.147,0.506,0.096,0.047,223931,2,1,4,79
YpHq02c246Mp7um3Bm8u4i,Hollow Storm,Nadia Lark,country,playful|romantic,0.507,0.525,0.422,101.3,-5.61,0.055,0.224,0.157,0.219,194956,8,0,4,26
G5ADPhvAiV2RWn6QnU0OrD,Wild Horizon,Nova Quinn,reggae,sad,0.46,0.58,0.711,82.3,-11.3,0.049,0.497,0.405,0.274,255272,2,1,4,82
GnfULSPIDHrUoJ4jnYn1a1,Electric Memory,Wren Shaw,blues,chill,0.403,0.357,0.516,96.9,-8.8,0.095,0.655,0.135,0.19,249104,7,1,4,51
Z0inUADI9Ph8NnDgx9Hc8N,Fading Heart,Reo Marsh,r&b,uplifting,0.692,0.423,0.774,84.4,-5.2,0.0,0.339,0.191,0.226,180215,8,1,4,49
gpBzXMuogPN3ZbRcuBUWEH,Neon Storm,Leo Marsh,hip-hop,sad,0.791,0.575,0.54,109.2,-6.66,0.216,0.013,0.0,0.047,194812,4,1,5,30
Ut4zPG7UbS68EXRqT3RGY4,Bitter Skyline,Iris Quinn,pop,happy,0.632,0.786,0.276,115.8,-5.34,0.036,0.205,0.0,0.0,214492,1,1,4,85
5P2BxBtKi9L67bQ7X0NWr4,Restless Road,Jax Ryder,metal,tense|aggressive,0.402,0.916,0.436,130.7,-5.97,0.0,0.0,0.16,0.044,213043,5,1,4,43
GIgO7clsiQJmB4gmaMrqdt,Hollow Dream,Nadia Hale,folk,melancholic|dreamy|uplifting,0.313,0.378,0.256,112.8,-10.76,0.017,0.725,0.049,0.071,188983,3,1,4,49
VJIKD1UyywfkrRb35NTmXt,Silent Shadow,The Memorys,r&b,sad|melancholic,0.711,0.48,0.496,123.5,-5.18,0.108,0.229,0.023,0.089,179348,0,0,4,52
620n6PSaCtZVq7hhB00yqP,Bitter Heart,Zara Shaw,latin,aggressive|uplifting,0.856,0.733,0.73,98.4,-3.74,0.067,0.214,0.199,0.238,218598,4,1,4,55
esufQQNkNqQNYzlfpEZHny,Faded Heart,Wren Shaw,blues,melancholic,0.361,0.404,0.39,101.4,-6.4,0.073,0.658,0.15,0.254,240479,3,1,3,36
BKjPomdBFiEe7qa8EDjtBW,Sweet Fire,The Fires,latin,playful|nostalgic,0.809,0.582,0.842,88.8,-3.06,0.045,0.134,0.124,0.196,210707,5,1,4,69
0TAw7p5In0JeUJkDLwqPDv,Burning Dream,Sena Vance,rock,uplifting|melancholic,0.616,0.68,0.623,115.5,-10.01,0.024,0.103,0.06,0.33,252046,4,0,5,66
on02LwFzK61UnDrLQuM0zd,Lonely Wave,Iris Ryder,rock,aggressive|tense|dreamy,0.575,0.83,0.344,120.9,-8.25,0.087,0.011,0.0,0.204,222469,8,0,4,27
4Ybe08bnLvRSBXkHAPEC1f,Distant Rain,Mira Cade,metal,aggressive|uplifting,0.361,0.961,0.278,151.4,-0.12,0.067,0.018,0.192,0.127,230779,3,1,3,50
RvG73o9J20OR9xlT1raB6j,Wild Road,Ezra Cross,electronic,melancholic|playful|aggressive,1.0,0.672,0.433,151.1,-6.48,0.063,0.126,0.396,0.163,240866,3,1,3,22
Fg6sbcKys5E9soSrgChnDD,Velvet Shadow,Leo Voss,classical,chill|nostalgic,0.328,0.221,0.332,99.9,-19.86,0.035,0.822,0.798,0.2,178286,5,0,4,29
cBeYo1QCJt28kDzlNa9PPG,Neon Echo,Rio Frost,latin,tense|aggressive,0.795,0.907,0.856,114.2,-2.85,0.036,0.022,0.0,0.18,262050,6,0,4,50
izac0QvXoZ86t9N6dA8ciT,Midnight Bloom,Iris Quinn,jazz,happy,0.494,0.419,0.644,118.9,-9.39,0.0,0.527,0.372,0.218,164209,10,0,5,30
hD1W5tdv1ScxalHuJD58Fq,Bitter Fire,Wren Knox,folk,playful|happy,0.323,0.413,0.391,94.6,-8.73,0.071,0.639,0.215,0.279,195882,6,0,4,50
fmWPSUHDtKUobyY9uuL5l2,Electric Shadow,Leo Marsh,reggae,melancholic|nostalgic|tense,0.925,0.49,0.609,92.5,-3.95,0.0,0.33,0.255,0.024,215486,7,0,4,33
frcuyT4CgMC4nuqPffdaUu,Silent Fire,Sena Cade,reggae,aggressive|energetic|uplifting,0.997,0.532,0.723,76.7,-9.75,0.06,0.019,0.093,0.084,204215,1,1,4,43
lBxYVvjnc5KYQchq9CDmED,Faded City,Nova Lark,classical,melancholic|sad,0.512,0.254,0.167,95.0,-16.56,0.108,0.951,0.751,0.2,211372,10,0,3,27
IR2aSBz1907XmGRKdkuaM8,Hollow Echo,Reo Frost,country,aggressive|sad,0.585,0.53,0.483,104.7,-9.63,0.074,0.383,0.0,0.346,252874,0,1,4,27
90SdjWQEL2AhUvhevk1dEx,Sweet Horizon,Nadia Wells,reggae,energetic|chill,0.825,0.663,0.973,82.3,-7.27,0.104,0.161,0.0,0.152,229796,8,1,4,89
YwMV2sSH5uix0MhrtSvIa4,Faded Memory,Reo Frost,rock,nostalgic|playful,0.44,0.744,0.733,112.4,-8.82,0.157,0.085,0.0,0.194,217073,3,1,5,13
lD2v8Emlwkp0qlKOVC3JPW,Electric Garden,Cole Vance,folk,playful,0.493,0.459,0.501,93.6,-10.18,0.065,0.882,0.1,0.158,180373,8,0,4,21
wPTbh2bStp0uRIIZ2gGsq4,Radiant Echo,Ava Reyes,rock,tense|aggressive,0.54,0.873,0.872,128.1,-2.35,0.083,0.109,0.051,0.089,298043,11,0,3,20
EHyvS9DHmr45s8a2LToJnu,Silent Shadow,Ava Knox,pop,dreamy,0.702,0.391,0.6,110.6,-3.2,0.071,0.0,0.106,0.245,193171,11,0,5,67
T9btTDK4Y9SiGgQkulaXbU,Radiant River,Zara Ryder,electronic,nostalgic|sad,0.864,0.648,0.311,120.3,-3.55,0.002,0.0,0.187,0.179,124412,8,1,5,26
avbTzQf0XKMerh6IqVXDKz,Broken Bloom,Nova Ryder,jazz,nostalgic|tense,0.619,0.571,0.407,112.3,-15.0,0.054,0.333,0.247,0.037,167690,1,0,4,55
T96LP1DdrYjNC4Pqv977XW,Lonely Bloom,Nova Wells,rock,happy,0.37,0.806,0.725,124.6,-4.15,0.113,0.278,0.0,0.279,198139,9,0,3,80
sEVNSb5YRV2VH7Lgh0f4Al,Silent Memory,Leo Lark,latin,happy,0.895,0.702,0.819,118.0,-4.76,0.128,0.434,0.0,0.157,232845,10,1,4,17
s7ZPZohAU1sT1tHlhkC5HJ,Distant Rain,The Rivers,rock,tense|uplifting,0.517,0.978,0.652,136.8,-5.76,0.053,0.129,0.056,0.229,176385,7,0,4,60
vxoD9mtSbiOrK7Wa9S4qhO,Sweet Skyline,Jax Blake,jazz,playful|romantic,0.57,0.308,0.747,95.5,-14.76,0.141,0.531,0.273,0.029,133227,10,0,4,47
IawSoDiVcxLyChLiibPwVp,Velvet Horizon,The Skylines,electronic,melancholic,0.675,0.565,0.218,126.7,-3.4,0.0,0.17,0.424,0.323,157820,0,0,3,47
etmy2W5R5D01q78HQAwIFq,Sweet Road,Talia Wells,r&b,dreamy|nostalgic,0.608,0.525,0.326,92.5,-7.03,0.072,0.057,0.021,0.235,220246,7,1,4,59
RaptSDIpcMfe6lgJWhrm5P,Endless Garden,Nova Wells,r&b,dreamy|energetic,0.599,0.352,0.441,89.6,-6.96,0.0,0.046,0.047,0.294,233572,9,1,5,31
uR6iGDya8Jr3DiOlojLoRp,Lonely City,Nadia Frost,indie,romantic|dreamy,0.535,0.62,0.439,139.1,-9.01,0.102,0.352,0.101,0.053,180569,11,0,4,31
cJfSTW8qbz9O7tf2jVf438,Burning Road,The Storms,blues,uplifting|playful,0.295,0.522,0.458,100.7,-13.97,0.061,0.653,0.113,0.258,144636,4,0,3,68
WjXTwireHxY48jS8Q6pyLM,Bitter Wave,The Stars,blues,melancholic|nostalgic,0.634,0.472,0.389,108.4,-12.69,0.059,0.538,0.0,0.126,178711,8,1,5,55
Go1cmvxaMXPuDs9OHuWTTu,Faded Memory,Jax Vance,pop,dreamy,0.734,0.903,0.465,91.7,-5.09,0.064,0.14,0.0,0.12,247903,4,0,4,67
31nSMpTYbKlJt59R9eWf1T,Hollow Ocean,Cole Vance,pop,energetic|uplifting,0.494,0.651,0.659,103.5,-6.18,0.092,0.13,0.12,0.203,249021,10,0,4,13
A1xoh5R4es63sECCaHbmnT,Fading Ocean,Talia Reyes,reggae,energetic,0.693,0.497,0.601,95.0,-5.81,0.071,0.231,0.075,0.131,163746,8,0,4,41
Qfqg6oXbGGIHnw6UUd0aTy,Distant City,Reo Frost,country,romantic|melancholic|sad,0.625,0.678,0.37,106.7,-5.92,0.0,0.414,0.0,0.345,180450,5,1,4,64
Plbv3mtgZL9y9ed6rsGnN1,Endless Heart,Nova Hale,jazz,playful|sad,0.451,0.401,0.714,95.1,-14.47,0.097,0.512,0.439,0.0,175355,5,1,3,37
bu06RPI2Y7Qn6OsjTJUgqz,Fading Dream,Jax Reyes,r&b,romantic,0.909,0.597,0.266,90.0,-3.03,0.113,0.151,0.0,0.16,235525,0,0,4,52
L1KTU6esqtP5ANmIx6n6ya,Burning Shadow,Jax Quinn,rock,uplifting|tense,0.347,0.897,0.736,133.2,-8.44,0.016,0.0,0.005,0.234,183644,8,1,4,59
4b5rHrgwTO54mUaampFAMY,Silent Bloom,Ezra Frost,pop,romantic,0.76,0.699,0.652,107.1,-2.08,0.0,0.0,0.004,0.327,202337,11,0,4,19
c0mXX24KLwgqbFGI49Jz8U,Sweet River,Leo Vance,metal,romantic|tense|aggressive,0.26,1.0,0.406,125.3,-3.07,0.091,0.0,0.0,0.16,241036,11,1,5,58
hoG1xIjZ0vEBgcW0vUIHl3,Broken Echo,Finn Ryder,electronic,sad|tense,0.748,0.757,0.484,108.2,-12.11,0.135,0.049,0.427,0.331,148740,7,0,4,44
FggrGsxeBRf4sZYsdaeWvn,Faded Dream,The Dreams,indie,energetic|happy,0.541,0.702,0.546,110.9,-11.13,0.052,0.195,0.0,0.212,237699,1,0,4,51
KpGi1D9nH1pEZyv9uTj63j,Wild Skyline,Jax Frost,hip-hop,romantic,0.701,0.482,0.342,86.9,-10.44,0.26,0.0,0.0,0.118,321715,7,0,4,57
46gMNVkWFhIduGYUNTkCy3,Bitter Echo,Zara Stone,electronic,nostalgic,0.942,0.76,0.416,136.3,-4.63,0.087,0.179,0.062,0.116,163824,2,1,4,36
TQzYyaK1HvuHdh97RjIKX7,Silent River,Rio Frost,reggae,chill|nostalgic,0.673,0.718,0.428,103.5,-2.96,0.09,0.42,0.236,0.288,201461,5,0,3,66
lgbmausY2gEZDqbdOr7Fml,Radiant Ocean,The Stars,reggae,aggressive|tense|energetic,0.668,0.712,0.715,85.3,-4.65,0.144,0.348,0.0,0.213,258617,2,1,3,25
XPj7rvoFxLUVSkMpMV3sbA,Broken Skyline,Zara Wells,rock,happy,0.467,0.849,0.61,131.9,-3.02,0.002,0.058,0.0,0.265,276588,1,1,4,51
NscAIrLYflINbV5wmYH1FH,Midnight Garden,Leo Hale,country,chill,0.545,0.39,0.77,117.6,-3.93,0.006,0.258,0.0,0.058,239585,9,1,5,44
MauvxIHWvbBw39ddh4mAuw,Restless Star,Cole Voss,r&b,nostalgic,0.611,0.511,0.565,93.4,-4.79,0.097,0.438,0.092,0.233,235845,11,1,4,26
B3zeYK8ljlJXpgdGCja6ef,Bitter Echo,Cole Stone,indie,sad,0.827,0.604,0.626,97.1,-6.42,0.038,0.304,0.311,0.266,227881,5,0,3,30
G515HtiauWqVCKunQFWLAw,Velvet Bloom,The Rains,country,nostalgic|chill,0.441,0.676,0.329,133.1,-8.73,0.008,0.393,0.166,0.242,194942,2,0,5,36
t7zwS9OgjTcpGEQiXw3jIz,Crystal Echo,Ezra Reyes,rock,energetic|uplifting|dreamy,0.684,0.872,0.599,145.8,-2.58,0.002,0.0,0.015,0.0,215362,10,1,3,39
qGICtsHe3AxrmiPOGeV4O6,Faded Light,Talia Cross,rock,playful|energetic,0.346,0.698,0.648,135.4,-4.25,0.114,0.258,0.0,0.175,281206,6,1,4,58
MouEWOuAdwI9k8dYlWXeKM,Crystal Dream,Iris Marsh,reggae,romantic|happy,0.522,0.648,0.755,94.4,-7.02,0.052,0.302,0.097,0.01,231709,9,1,5,66
RrNp1jXWvU8GDlzA6Vx6wA,Radiant Fire,Talia Marsh,classical,uplifting,0.189,0.149,0.441,103.3,-15.97,0.112,0.997,0.846,0.133,194770,1,1,3,64
GV6vrLNiOAtVuj1U6lvVyQ,Golden Rain,The Rivers,classical,nostalgic,0.323,0.276,0.455,90.8,-14.96,0.018,0.954,0.911,0.0,164044,10,0,3,38
5s2DvNtmecWcmbl4xu6djZ,Neon Star,Finn Ryder,rock,aggressive|chill,0.556,0.896,0.572,125.9,-5.44,0.019,0.211,0.0,0.338,386205,10,0,5,59
a5xgMfx9aqNYuNhmdKPAj1,Radiant Shadow,Reo Stone,pop,energetic,0.735,0.748,0.292,98.2,-5.18,0.072,0.158,0.357,0.213,160282,9,1,5,47
CTy4s6j71PxPAz6lZsT1if,Burning Skyline,Zara Cross,r&b,melancholic|romantic|nostalgic,0.574,0.565,0.537,124.5,-6.47,0.146,0.023,0.125,0.212,234909,7,0,4,7
QYKLV4JPQ0w6jaaHvKgj0R,Golden Wave,Cole Blake,country,dreamy|sad,0.757,0.314,0.959,136.2,-6.8,0.055,0.562,0.0,0.123,225724,4,1,4,16
lNSfepUW1YTuLc0W4YDR5a,Broken City,Kai Voss,indie,melancholic,0.86,0.547,0.286,128.1,-11.06,0.05,0.482,0.051,0.248,141414,11,0,4,52
HhxK2LYNTwBCcjQrIiQ4or,Burning Dream,Ava Reyes,electronic,energetic|nostalgic|tense,0.847,0.777,0.447,161.4,-6.52,0.047,0.041,0.306,0.12,174795,2,0,4,65
PEFuhxaGPS8rUHwwj0lPnB,Electric Ocean,The Rains,reggae,uplifting,0.852,0.506,0.649,95.1,-9.76,0.03,0.056,0.3,0.246,65408,0,1,4,36
jLXx4lknnC60Ff4QcBlQJD,Radiant Road,Wren Vance,metal,romantic|energetic|nostalgic,0.437,0.755,0.399,122.6,-6.27,0.061,0.291,0.15,0.172,183356,5,1,4,22
Y4aKrscRrKXePL4dq0MYgA,Bitter Storm,Ava Frost,latin,energetic|playful,0.845,0.554,0.745,104.3,-9.7,0.0,0.3,0.263,0.201,224106,2,1,3,20
WVIFjHai7wg1lNA7dhpk4t,Hollow Garden,Kai Cade,hip-hop,chill|melancholic,0.615,0.568,0.604,97.3,-6.74,0.245,0.134,0.195,0.16,110743,4,1,5,20
dZbRFgvEY2LOADhj9Hezgd,Wild Light,The Dreams,metal,melancholic|playful|dreamy,0.277,0.756,0.328,155.6,-8.72,0.072,0.135,0.104,0.186,136303,9,1,4,58
lKUm4a3AYHUPiibhsJtQ2O,Silent Rain,The Waves,electronic,sad|tense,0.706,0.832,0.544,115.0,-6.62,0.14,0.007,0.296,0.18,236393,1,1,5,77
CkIVJQkyE7bqcDX0YFZSzy,Bitter Garden,Jax Voss,folk,sad,0.359,0.329,0.236,86.2,-9.25,0.114,0.671,0.0,0.186,195512,9,0,4,41
81rU1bXvlP703XL5Hl5BZg,Hollow Storm,Ava Voss,blues,dreamy,0.401,0.419,0.563,110.5,-8.61,0.102,0.541,0.104,0.148,207273,3,0,4,34
KJhC49VaYgTLfRTzq041r8,Golden Wave,Rio Cross,reggae,aggressive|happy|chill,0.726,0.487,0.491,85.9,-5.62,0.023,0.277,0.127,0.103,220751,6,1,4,56
AGb7sYXmI2dWqgfWrCMtuM,Faded Fire,Iris Wells,country,dreamy|chill,0.366,0.383,0.521,115.9,-8.3,0.009,0.294,0.098,0.03,205863,11,1,4,92
QJ5ruCKhyBEbXwapuPSpnV,Distant Fire,Zara Hale,classical,nostalgic|dreamy,0.179,0.267,0.469,118.3,-17.03,0.154,1.0,0.745,0.038,224659,9,0,4,71
BaPnQ4gNF794eDSjel2GpY,Electric Wave,The Memorys,blues,melancholic|romantic,0.424,0.515,0.371,85.0,-8.27,0.109,0.369,0.0,0.396,227140,1,0,4,56
qLJGpDjx4jtoYT9UJw7C8l,Radiant Horizon,Zara Marsh,r&b,energetic|nostalgic,0.624,0.664,0.268,100.6,-7.06,0.052,0.296,0.09,0.205,207870,1,1,4,36
Nq99KA02IQVow6FMe69lYN,Neon Memory,Cole Quinn,pop,happy|sad,0.801,0.753,0.657,108.9,-4.74,0.036,0.143,0.104,0.183,124875,5,1,4,77
iq6AQTji0Xmz7NwM1sGeVE,Electric Shadow,Ava Cade,country,chill,0.612,0.283,0.704,102.7,-6.96,0.0,0.295,0.031,0.368,214295,9,1,4,49
zgy1LEDtGrMjjIzsFKd2Pv,Hollow Shadow,Rio Wells,indie,melancholic|chill,0.405,0.69,0.483,112.6,-8.74,0.046,0.148,0.208,0.207,246731,6,1,4,47
sEs7bVhU6FljL9Dqri1tcL,Endless Heart,Wren Cross,country,energetic|tense,0.377,0.332,0.742,112.1,-4.88,0.087,0.309,0.198,0.061,201029,4,1,4,64
y1AAEiSSi7LksZyLWR7G2o,Faded Star,Talia Blake,latin,tense,0.873,0.748,0.868,133.3,-7.26,0.038,0.483,0.0,0.071,298155,0,0,4,64
ghWM19Q7QKh3Rl4kX8yAyB,Electric Light,The Waves,r&b,chill|romantic,0.743,0.535,0.506,85.0,-8.14,0.024,0.46,0.203,0.311,214334,11,1,3,38
ZEOHZW8dpd8vbVpku1NUo2,Fading Ocean,Nadia Quinn,classical,playful|happy,0.133,0.366,0.434,95.4,-16.88,0.168,0.86,0.642,0.115,159650,7,1,4,66
